INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
"1998-006A","25152","PAYLOAD","BRAZILSAT B3","BRAZ","1998-02-04","FRGUI","","1451.41","6.07","36111","36060","","","0","LARGE","7289","1998","6","A","Y","BRAZILSAT B3","1998-006A","25152"
"1998-006B","25153","PAYLOAD","INMARSAT 3-F5","IM","1998-02-04","FRGUI","","1436.04","4.70","35806","35765","","","0","LARGE","7289","1998","6","B","Y","INMARSAT 3-F5","1998-006B","25153"
"1998-013A","25237","PAYLOAD","EUTE 16B (HB 4)","EUTE","1998-02-27","FRGUI","","1465.27","6.38","36399","36313","","","0","LARGE","7289","1998","13","A","Y","EUTE 16B (HB 4)","1998-013A","25237"
"1998-014A","25239","PAYLOAD","NSS 806 (INTELSAT 806)","SES","1998-02-28","AFETR","","1453.37","1.45","36139","36109","","","0","LARGE","7289","1998","14","A","Y","NSS 806 (INTELSAT 806)","1998-014A","25239"
"1998-016A","25258","PAYLOAD","UFO 8 (USA 138)","US","1998-03-16","AFETR","","1436.07","8.62","35808","35764","","","0","LARGE","7289","1998","16","A","Y","UFO 8 (USA 138)","1998-016A","25258"
"1998-024A","25311","PAYLOAD","NILESAT","EGYP","1998-04-28","FRGUI","","1478.55","5.66","36725","36502","","","0","LARGE","7288","1998","24","A","Y","NILESAT","1998-024A","25311"
"1998-024B","25312","PAYLOAD","BSAT-1B","JPN","1998-04-28","FRGUI","","1452.80","6.91","36131","36095","","","0","LARGE","7289","1998","24","B","Y","BSAT-1B","1998-024B","25312"
"1998-025A","25315","PAYLOAD","COSMOS 2350","CIS","1998-04-29","TTMTR","","1435.90","13.09","35811","35755","","","0","LARGE","7289","1998","25","A","Y","COSMOS 2350","1998-025A","25315"
"1998-025D","25318","ROCKET BODY","SL-12 R/B(2)","CIS","1998-04-29","TTMTR","","1439.14","13.11","35987","35705","","","0","LARGE","7289","1998","25","D","Y","SL-12 R/B(2)","1998-025D","25318"
"1998-028A","25331","PAYLOAD","ECHOSTAR 4","US","1998-05-07","TTMTR","","1455.24","8.31","36219","36102","","","0","LARGE","7289","1998","28","A","Y","ECHOSTAR 4","1998-028A","25331"
"1998-029A","25336","PAYLOAD","USA 139","US","1998-05-09","AFETR","","1436.12","8.64","35960","35614","","","0","","7165","1998","29","A","Y","USA 139","1998-029A","25336"
"1998-029B","25337","ROCKET BODY","TITAN 4B CENTAUR R/B","US","1998-05-09","AFETR","","1437.40","9.73","36013","35611","","","0","","7288","1998","29","B","Y","TITAN 4B CENTAUR R/B","1998-029B","25337"
"1998-033A","25354","PAYLOAD","CHINASAT 5A (CHINASTAR1)","PRC","1998-05-30","XSC","","1454.66","3.54","36169","36129","","","0","LARGE","7289","1998","33","A","Y","CHINASAT 5A (CHINASTAR1)","1998-033A","25354"
"1998-035A","25358","PAYLOAD","THOR 3","NOR","1998-06-10","AFETR","","1457.02","7.64","36206","36184","","","0","LARGE","7288","1998","35","A","Y","THOR 3","1998-035A","25358"
"1998-037A","25371","PAYLOAD","INTELSAT 805","ITSO","1998-06-18","AFETR","","1447.58","2.33","36045","35978","","","0","LARGE","7289","1998","37","A","Y","INTELSAT 805","1998-037A","25371"
"1998-044A","25404","PAYLOAD","CHINASAT 5B (SINOSAT 1)","PRC","1998-07-18","XSC","","1451.83","6.39","36115","36073","","","0","LARGE","7289","1998","44","A","Y","CHINASAT 5B (SINOSAT 1)","1998-044A","25404"
"1998-049A","25460","PAYLOAD","ST 1","STCT","1998-08-25","FRGUI","","1458.29","6.47","36247","36192","","","0","LARGE","7289","1998","49","A","Y","ST 1","1998-049A","25460"
"1998-050A","25462","PAYLOAD","ASTRA 2A","SES","1998-08-30","TTMTR","","1436.15","1.50","35799","35776","","","0","LARGE","7289","1998","50","A","Y","ASTRA 2A","1998-050A","25462"
"1998-052A","25473","PAYLOAD","INTELSAT 7 (PAS 7)","US","1998-09-16","FRGUI","","1466.20","5.40","36382","36366","","","0","LARGE","7289","1998","52","A","Y","INTELSAT 7 (PAS 7)","1998-052A","25473"
"1998-056A","25491","PAYLOAD","EUTE W2","EUTE","1998-10-05","FRGUI","","1450.74","7.59","36082","36063","","","0","LARGE","7288","1998","56","A","Y","EUTE W2","1998-056A","25491"
"1998-056B","25492","PAYLOAD","SIRIUS 3","SES","1998-10-05","FRGUI","","1453.99","8.05","36167","36105","","","0","LARGE","7289","1998","56","B","Y","SIRIUS 3","1998-056B","25492"
"1998-057A","25495","PAYLOAD","EUTE 25A (HB 5)","EUTE","1998-10-09","AFETR","","1462.60","5.57","36388","36220","","","0","LARGE","7288","1998","57","A","Y","EUTE 25A (HB 5)","1998-057A","25495"
"1998-058A","25501","PAYLOAD","UFO 9 (USA 140)","US","1998-10-20","AFETR","","1466.74","8.96","36447","36321","","","0","LARGE","7289","1998","58","A","Y","UFO 9 (USA 140)","1998-058A","25501"
"1998-063A","25515","PAYLOAD","AFRISTAR","US","1998-10-28","FRGUI","","1454.43","5.38","36176","36113","","","0","LARGE","7289","1998","63","A","Y","AFRISTAR","1998-063A","25515"
"1998-063B","25516","PAYLOAD","AMC-5 (GE-5)","SES","1998-10-28","FRGUI","","1449.66","7.22","36085","36018","","","0","LARGE","7288","1998","63","B","Y","AMC-5 (GE-5)","1998-063B","25516"
"1998-068A","25546","PAYLOAD","BONUM 1","CIS","1998-11-22","AFETR","","1453.98","6.23","36171","36101","","","0","MEDIUM","7289","1998","68","A","Y","BONUM 1","1998-068A","25546"
"1998-070A","25558","PAYLOAD","EUTE 115 WEST A(SATMEX 5","EUTE","1998-12-06","FRGUI","","1458.63","5.32","36263","36190","","","0","LARGE","7289","1998","70","A","Y","EUTE 115 WEST A(SATMEX 5","1998-070A","25558"
"1998-075A","25585","PAYLOAD","INTELSAT 6B (PAS 6B)","US","1998-12-22","FRGUI","","1452.27","8.87","36158","36047","","","0","LARGE","7289","1998","75","A","Y","INTELSAT 6B (PAS 6B)","1998-075A","25585"
"1999-005A","25626","PAYLOAD","GALAXY 26 (TELSTAR 6)","US","1999-02-15","TTMTR","","1454.54","6.88","36170","36124","","","0","LARGE","7288","1999","5","A","Y","GALAXY 26 (TELSTAR 6)","1999-005A","25626"
"1999-006A","25630","PAYLOAD","JCSAT 6","JPN","1999-02-16","AFETR","","1436.06","4.49","35794","35778","","","0","LARGE","7289","1999","6","A","Y","JCSAT 6","1999-006A","25630"
"1999-009A","25638","PAYLOAD","ARABSAT 3A","AB","1999-02-26","FRGUI","","1437.96","8.36","35866","35780","","","0","LARGE","7289","1999","9","A","Y","ARABSAT 3A","1999-009A","25638"
"1999-009B","25639","PAYLOAD","SKYNET 4E","UK","1999-02-26","FRGUI","","1436.07","10.85","35799","35773","","","0","LARGE","7287","1999","9","B","Y","SKYNET 4E","1999-009B","25639"
"1999-010A","25642","PAYLOAD","RADUGA 1-4","CIS","1999-02-28","TTMTR","","1435.53","14.86","35792","35759","","","0","LARGE","7289","1999","10","A","Y","RADUGA 1-4","1999-010A","25642"
"1999-010D","25645","ROCKET BODY","SL-12 R/B(2)","CIS","1999-02-28","TTMTR","","1468.74","15.36","36522","36324","","","0","LARGE","7288","1999","10","D","Y","SL-12 R/B(2)","1999-010D","25645"
"1999-013A","25657","PAYLOAD","ASIASAT 3S","AC","1999-03-21","TTMTR","","1436.11","4.68","35806","35768","","","0","LARGE","7287","1999","13","A","Y","ASIASAT 3S","1999-013A","25657"
"1999-016A","25666","PAYLOAD","INSAT 2E (APR-1)","IND","1999-04-02","FRGUI","","1444.94","7.14","36000","35919","","","0","LARGE","7288","1999","16","A","Y","INSAT 2E (APR-1)","1999-016A","25666"
"1999-018A","25673","PAYLOAD","EUTE 21A (EUTE W3)","EUTE","1999-04-12","AFETR","","1462.97","5.60","36340","36282","","","0","LARGE","7288","1999","18","A","Y","EUTE 21A (EUTE W3)","1999-018A","25673"
"1999-027A","25740","PAYLOAD","NIMIQ 1","CA","1999-05-20","TTMTR","","1436.11","0.97","35810","35764","","","0","LARGE","7289","1999","27","A","Y","NIMIQ 1","1999-027A","25740"
"1999-033A","25785","PAYLOAD","ASTRA 1H","SES","1999-06-18","TTMTR","","1455.41","5.85","36190","36138","","","0","LARGE","7289","1999","33","A","Y","ASTRA 1H","1999-033A","25785"
"1999-040D","25869","ROCKET BODY","IUS R/B(2)","US","1999-07-23","AFETR","","1480.96","36.34","71902","1418","","","0","LARGE","7287","1999","40","D","Y","IUS R/B(2)","1999-040D","25869"
"1999-042A","25880","PAYLOAD","TELKOM 1","INDO","1999-08-12","FRGUI","","1436.51","2.15","35873","35716","","","0","LARGE","7285","1999","42","A","Y","TELKOM 1","1999-042A","25880"
"1999-046A","25894","PAYLOAD","ABS 7 (KOREASAT 3)","SKOR","1999-09-04","FRGUI","","1436.10","0.85","35800","35773","","","0","LARGE","7289","1999","46","A","Y","ABS 7 (KOREASAT 3)","1999-046A","25894"
"1999-047A","25896","PAYLOAD","YAMAL 101","CIS","1999-09-06","TTMTR","","1441.99","14.16","36289","35515","","","0","LARGE","7288","1999","47","A","Y","YAMAL 101","1999-047A","25896"
"1999-047B","25897","PAYLOAD","YAMAL 102","CIS","1999-09-06","TTMTR","","1440.26","11.91","35907","35829","","","0","LARGE","7289","1999","47","B","Y","YAMAL 102","1999-047B","25897"
"1999-047E","25900","ROCKET BODY","SL-12 R/B(2)","CIS","1999-09-06","TTMTR","","1437.79","14.09","36270","35369","","","0","LARGE","7287","1999","47","E","Y","SL-12 R/B(2)","1999-047E","25900"
"1999-050A","25913","PAYLOAD","ECHOSTAR 5","US","1999-09-23","AFETR","","1458.29","8.05","36249","36191","","","0","LARGE","7289","1999","50","A","Y","ECHOSTAR 5","1999-050A","25913"
"1999-052A","25922","PAYLOAD","GALAXY 27 (TELSTAR 7)","ITSO","1999-09-25","FRGUI","","1454.23","5.30","36189","36093","","","0","LARGE","7289","1999","52","A","Y","GALAXY 27 (TELSTAR 7)","1999-052A","25922"
"1999-053A","25924","PAYLOAD","ABS 6 (LMI 1)","PRC","1999-09-26","TTMTR","","1436.11","0.05","35797","35777","","","0","LARGE","7289","1999","53","A","Y","ABS 6 (LMI 1)","1999-053A","25924"
"1999-056A","25937","PAYLOAD","DIRECTV 1R","US","1999-10-10","SEAL","","1455.08","5.87","36177","36138","","","0","LARGE","7289","1999","56","A","Y","DIRECTV 1R","1999-056A","25937"
"1999-059A","25949","PAYLOAD","TELSTAR 12 (ORION 2)","US","1999-10-19","FRGUI","","1436.09","3.19","35817","35756","","","0","LARGE","7288","1999","59","A","Y","TELSTAR 12 (ORION 2)","1999-059A","25949"
"1999-060A","25954","PAYLOAD","AMC-4 (GE-4)","SES","1999-11-13","FRGUI","","1436.10","0.03","35798","35775","","","0","LARGE","7288","1999","60","A","Y","AMC-4 (GE-4)","1999-060A","25954"
"1999-063A","25967","PAYLOAD","UFO 10 (USA 146)","US","1999-11-23","AFETR","","1436.00","7.81","35810","35759","","","0","MEDIUM","7288","1999","63","A","Y","UFO 10 (USA 146)","1999-063A","25967"
"1999-071A","26038","PAYLOAD","GALAXY 11","US","1999-12-22","FRGUI","","1436.09","1.08","35790","35783","","","0","LARGE","7289","1999","71","A","Y","GALAXY 11","1999-071A","26038"
"2000-001A","26052","PAYLOAD","USA 148","US","2000-01-21","AFETR","","1436.07","8.33","35799","35773","","","0","LARGE","7288","2000","1","A","Y","USA 148","2000-001A","26052"
"2000-001C","26054","ROCKET BODY","IABS R/B","US","2000-01-21","AFETR","","1423.23","13.64","35607","35462","","","0","","7289","2000","1","C","Y","IABS R/B","2000-001C","26054"
"2000-002A","26056","PAYLOAD","GALAXY 10R","US","2000-01-25","FRGUI","","1445.19","8.69","35984","35944","","","0","LARGE","7289","2000","2","A","Y","GALAXY 10R","2000-002A","26056"
"2000-003A","26058","PAYLOAD","CHINASAT 22","PRC","2000-01-25","XSC","","1479.60","8.83","36669","36599","","","0","LARGE","7289","2000","3","A","Y","CHINASAT 22","2000-003A","26058"
"2000-007A","26071","PAYLOAD","HISPASAT 1C","SPN","2000-02-03","AFETR","","1451.50","2.89","36103","36072","","","0","LARGE","7289","2000","7","A","Y","HISPASAT 1C","2000-007A","26071"
"2000-011A","26089","PAYLOAD","GARUDA 1","INDO","2000-02-12","TTMTR","","1441.12","4.13","35910","35860","","","0","LARGE","7289","2000","11","A","Y","GARUDA 1","2000-011A","26089"
"2000-012A","26095","PAYLOAD","SUPERBIRD 4","JPN","2000-02-18","FRGUI","","1456.76","2.73","36236","36145","","","0","LARGE","7289","2000","12","A","Y","SUPERBIRD 4","2000-012A","26095"
"2000-013A","26098","PAYLOAD","EXPRESS 2A","CIS","2000-03-12","TTMTR","","1465.54","10.31","36418","36304","","","0","LARGE","7289","2000","13","A","Y","EXPRESS 2A","2000-013A","26098"
"2000-013D","26101","ROCKET BODY","SL-12 R/B(2)","CIS","2000-03-12","TTMTR","","1429.03","13.73","35702","35594","","","0","LARGE","7288","2000","13","D","Y","SL-12 R/B(2)","2000-013D","26101"
"2000-016A","26107","PAYLOAD","ASIASTAR","US","2000-03-21","FRGUI","","1436.13","3.90","35807","35767","","","0","LARGE","7289","2000","16","A","Y","ASIASTAR","2000-016A","26107"
"2000-016B","26108","PAYLOAD","INSAT 3B","IND","2000-03-21","FRGUI","","1444.94","6.28","35975","35944","","","0","LARGE","7289","2000","16","B","Y","INSAT 3B","2000-016B","26108"
"2000-019A","26243","PAYLOAD","EUTE 16C (SESAT 1)","EUTE","2000-04-17","TTMTR","","1455.21","6.25","36179","36141","","","0","LARGE","7289","2000","19","A","Y","EUTE 16C (SESAT 1)","2000-019A","26243"
"2000-019D","26246","ROCKET BODY","SL-12 R/B(2)","CIS","2000-04-17","TTMTR","","1446.33","14.02","36050","35923","","","0","LARGE","7289","2000","19","D","Y","SL-12 R/B(2)","2000-019D","26246"
"2000-020A","26298","PAYLOAD","GALAXY 4R","US","2000-04-19","FRGUI","","1442.49","9.89","35923","35901","","","0","LARGE","7288","2000","20","A","Y","GALAXY 4R","2000-020A","26298"
"2000-022A","26352","PAYLOAD","GOES 11","US","2000-05-03","AFETR","","1453.92","7.06","36147","36123","","","0","LARGE","7289","2000","22","A","Y","GOES 11","2000-022A","26352"
"2000-024A","26356","PAYLOAD","USA 149","US","2000-05-08","AFETR","","1435.95","11.50","35795","35773","","","0","LARGE","7289","2000","24","A","Y","USA 149","2000-024A","26356"
"2000-024D","26359","ROCKET BODY","IUS R/B(2)","US","2000-05-08","AFETR","","1444.24","11.60","35968","35923","","","0","","7289","2000","24","D","Y","IUS R/B(2)","2000-024D","26359"
"2000-024E","28156","DEBRIS","USA 149 DEB","US","2000-05-08","AFETR","","1443.93","12.01","36847","35033","","","0","","7278","2000","24","E","Y","USA 149 DEB","2000-024E","28156"
"2000-028A","26369","PAYLOAD","EUTE 36A (EUTE W4)","EUTE","2000-05-24","AFETR","","1436.06","3.27","35806","35766","","","0","LARGE","7289","2000","28","A","Y","EUTE 36A (EUTE W4)","2000-028A","26369"
"2000-029A","26372","PAYLOAD","GORIZONT 33","CIS","2000-06-06","TTMTR","","1437.37","12.69","35833","35790","","","0","LARGE","7289","2000","29","A","Y","GORIZONT 33","2000-029A","26372"
"2000-029B","26373","ROCKET BODY","BREEZE-M R/B","CIS","2000-06-06","TTMTR","","1435.01","12.39","36890","34641","","","0","LARGE","7289","2000","29","B","Y","BREEZE-M R/B","2000-029B","26373"
"2000-031A","26378","PAYLOAD","EXPRESS 3A","CIS","2000-06-24","TTMTR","","1457.92","8.71","36219","36207","","","0","LARGE","7289","2000","31","A","Y","EXPRESS 3A","2000-031A","26378"
"2000-031D","26381","ROCKET BODY","SL-12 R/B(2)","CIS","2000-06-24","TTMTR","","1448.06","13.76","36087","35954","","","0","LARGE","7287","2000","31","D","Y","SL-12 R/B(2)","2000-031D","26381"
"2000-032A","26382","PAYLOAD","FENGYUN 2B","PRC","2000-06-25","XSC","","1438.67","11.09","35861","35812","","","0","LARGE","7289","2000","32","A","Y","FENGYUN 2B","2000-032A","26382"
"2000-032C","26460","ROCKET BODY","FENGYUN 2B AKM","PRC","2000-06-25","XSC","","1438.01","13.25","35945","35703","","","0","LARGE","7289","2000","32","C","Y","FENGYUN 2B AKM","2000-032C","26460"
"2000-034A","26388","PAYLOAD","TDRS 8","US","2000-06-30","AFETR","","1435.97","9.15","35869","35700","","","0","LARGE","7289","2000","34","A","Y","TDRS 8","2000-034A","26388"
"2000-036A","26394","PAYLOAD","COSMOS 2371","CIS","2000-07-04","TTMTR","","1436.08","12.73","35810","35763","","","0","LARGE","7285","2000","36","A","Y","COSMOS 2371","2000-036A","26394"
"2000-036D","26397","ROCKET BODY","SL-12 R/B(2)","CIS","2000-07-04","TTMTR","","1436.95","12.71","35901","35706","","","0","LARGE","7289","2000","36","D","Y","SL-12 R/B(2)","2000-036D","26397"
"2000-038A","26402","PAYLOAD","ECHOSTAR 6","US","2000-07-14","AFETR","","1457.66","6.18","36228","36187","","","0","LARGE","7287","2000","38","A","Y","ECHOSTAR 6","2000-038A","26402"
"2000-043A","26451","PAYLOAD","INTELSAT 9 (PAS 9)","US","2000-07-28","SEAL","","1436.10","5.59","35797","35776","","","0","LARGE","7289","2000","43","A","Y","INTELSAT 9 (PAS 9)","2000-043A","26451"
"2000-046A","26469","PAYLOAD","BRAZILSAT B4","BRAZ","2000-08-17","FRGUI","","1436.10","3.88","35800","35773","","","0","LARGE","7289","2000","46","A","Y","BRAZILSAT B4","2000-046A","26469"
"2000-046B","26470","PAYLOAD","NILESAT 102","EGYP","2000-08-17","FRGUI","","1468.72","3.96","36457","36388","","","0","LARGE","7289","2000","46","B","Y","NILESAT 102","2000-046B","26470"
"2000-049A","26477","PAYLOAD","RADUGA 1-5","CIS","2000-08-28","TTMTR","","1436.23","12.65","35819","35759","","","0","LARGE","7289","2000","49","A","Y","RADUGA 1-5","2000-049A","26477"
"2000-049D","26480","ROCKET BODY","SL-12 R/B(2)","CIS","2000-08-28","TTMTR","","1466.52","13.05","36464","36296","","","0","LARGE","7289","2000","49","D","Y","SL-12 R/B(2)","2000-049D","26480"
"2000-052A","26487","PAYLOAD","EUROBIRD 4A(EUTELSAT W1)","EUTE","2000-09-06","FRGUI","","1466.66","6.65","36434","36332","","","0","LARGE","7289","2000","52","A","Y","EUROBIRD 4A(EUTELSAT W1)","2000-052A","26487"
"2000-054A","26494","PAYLOAD","ASTRA 2B","SES","2000-09-14","FRGUI","","1436.08","4.40","35808","35765","","","0","LARGE","7288","2000","54","A","Y","ASTRA 2B","2000-054A","26494"
"2000-054B","26495","PAYLOAD","AMC-7 (GE-7)","SES","2000-09-14","FRGUI","","1452.59","1.24","36125","36092","","","0","LARGE","7288","2000","54","B","Y","AMC-7 (GE-7)","2000-054B","26495"
"2000-059A","26554","PAYLOAD","NSS 11 (AAP-1)","SES","2000-10-01","TTMTR","","1436.10","0.06","35794","35779","","","0","LARGE","7289","2000","59","A","Y","NSS 11 (AAP-1)","2000-059A","26554"
"2000-060A","26559","PAYLOAD","NSAT 110","JPN","2000-10-06","FRGUI","","1451.93","1.13","36130","36062","","","0","LARGE","7288","2000","60","A","Y","NSAT 110","2000-060A","26559"
"2000-065A","26575","PAYLOAD","USA 153","US","2000-10-20","AFETR","","1436.05","7.81","35792","35779","","","0","LARGE","7288","2000","65","A","Y","USA 153","2000-065A","26575"
"2000-065C","26577","ROCKET BODY","IABS R/B","US","2000-10-20","AFETR","","1423.23","13.29","35754","35315","","","0","","7289","2000","65","C","Y","IABS R/B","2000-065C","26577"
"2000-066A","26578","PAYLOAD","THURAYA 1","UAE","2000-10-21","SEAL","","1454.71","7.66","36204","36096","","","0","LARGE","7288","2000","66","A","Y","THURAYA 1","2000-066A","26578"
"2000-067A","26580","PAYLOAD","AMC-6 (GE-6)","SES","2000-10-21","TTMTR","","1436.13","0.02","35799","35776","","","0","LARGE","7289","2000","67","A","Y","AMC-6 (GE-6)","2000-067A","26580"
"2000-068A","26590","PAYLOAD","INTELSAT 12 (PAS 12)","ESA","2000-10-29","FRGUI","","1436.08","2.81","35808","35764","","","0","LARGE","7288","2000","68","A","Y","INTELSAT 12 (PAS 12)","2000-068A","26590"
"2000-069A","26599","PAYLOAD","CHINASAT 32 (BEIDOU 1)","PRC","2000-10-30","XSC","","1455.94","8.74","36249","36100","","","0","LARGE","7289","2000","69","A","Y","CHINASAT 32 (BEIDOU 1)","2000-069A","26599"
"2000-072A","26608","PAYLOAD","INTELSAT 1R (PAS 1R)","US","2000-11-16","FRGUI","","1436.10","2.62","35787","35786","","","0","LARGE","7289","2000","72","A","Y","INTELSAT 1R (PAS 1R)","2000-072A","26608"
"2000-076A","26624","PAYLOAD","ANIK F1","CA","2000-11-21","FRGUI","","1436.05","0.03","35795","35776","","","0","LARGE","7288","2000","76","A","Y","ANIK F1","2000-076A","26624"
"2000-080A","26635","PAYLOAD","USA 155","US","2000-12-06","AFETR","","1436.15","8.94","35816","35760","","","0","","7278","2000","80","A","Y","USA 155","2000-080A","26635"
"2000-081A","26638","PAYLOAD","ASTRA 2D","SES","2000-12-20","FRGUI","","1436.06","5.69","35794","35778","","","0","MEDIUM","7289","2000","81","A","Y","ASTRA 2D","2000-081A","26638"
"2000-081B","26639","PAYLOAD","AMC-8 (GE-8)","SES","2000-12-20","FRGUI","","1436.09","0.54","35793","35780","","","0","LARGE","7289","2000","81","B","Y","AMC-8 (GE-8)","2000-081B","26639"
"2000-082A","26643","PAYLOAD","CHINASAT 31 (BEIDOU 1B)","PRC","2000-12-20","XSC","","1450.83","9.44","36440","35709","","","0","LARGE","7289","2000","82","A","Y","CHINASAT 31 (BEIDOU 1B)","2000-082A","26643"
"2001-002A","26666","PAYLOAD","TURKSAT 2A","TURK","2001-01-10","FRGUI","","1466.29","3.48","36431","36321","","","0","LARGE","7289","2001","2","A","Y","TURKSAT 2A","2001-002A","26666"
"2001-005B","26695","PAYLOAD","SKYNET 4F","UK","2001-02-07","FRGUI","","1436.19","9.74","35799","35775","","","0","","7105","2001","5","B","Y","SKYNET 4F","2001-005B","26695"
"2001-009A","26715","PAYLOAD","USA 157","US","2001-02-27","AFETR","","1436.02","9.28","35794","35776","","","0","LARGE","7289","2001","9","A","Y","USA 157","2001-009A","26715"
"2001-009B","26716","ROCKET BODY","TITAN 4 CENTAUR R/B","US","2001-02-27","AFETR","","1433.42","10.99","35802","35667","","","0","","7289","2001","9","B","Y","TITAN 4 CENTAUR R/B","2001-009B","26716"
"2001-011A","26719","PAYLOAD","EUTE 28A (EB 1)","EUTE","2001-03-08","FRGUI","","1436.07","1.84","35808","35765","","","0","LARGE","7289","2001","11","A","Y","EUTE 28A (EB 1)","2001-011A","26719"
"2001-011B","26720","PAYLOAD","BSAT-2A","JPN","2001-03-08","FRGUI","","1451.95","6.01","36106","36086","","","0","LARGE","7289","2001","11","B","Y","BSAT-2A","2001-011B","26720"
"2001-012A","26724","PAYLOAD","XM-2","US","2001-03-18","SEAL","","1453.29","4.36","36152","36093","","","0","LARGE","7287","2001","12","A","Y","XM-2","2001-012A","26724"
"2001-014A","26736","PAYLOAD","EKRAN 21","CIS","2001-04-07","TTMTR","","1446.00","12.72","36127","35834","","","0","LARGE","7289","2001","14","A","Y","EKRAN 21","2001-014A","26736"
"2001-014C","26738","ROCKET BODY","BREEZE-M R/B","CIS","2001-04-07","TTMTR","","1469.92","13.20","37168","35724","","","0","MEDIUM","7288","2001","14","C","Y","BREEZE-M R/B","2001-014C","26738"
"2001-018A","26761","PAYLOAD","XM-1","US","2001-05-08","SEAL","","1454.46","3.39","36182","36109","","","0","LARGE","7288","2001","18","A","Y","XM-1","2001-018A","26761"
"2001-019A","26766","PAYLOAD","INTELSAT 10 (PAS 10)","US","2001-05-15","TTMTR","","1436.07","3.77","35795","35777","","","0","LARGE","7289","2001","19","A","Y","INTELSAT 10 (PAS 10)","2001-019A","26766"
"2001-024A","26824","PAYLOAD","INTELSAT 901","ITSO","2001-06-09","FRGUI","","1436.08","0.06","35794","35778","","","0","LARGE","7289","2001","24","A","Y","INTELSAT 901","2001-024A","26824"
"2001-025A","26853","PAYLOAD","ASTRA 2C","SES","2001-06-16","TTMTR","","1436.04","2.71","35797","35774","","","0","LARGE","7289","2001","25","A","Y","ASTRA 2C","2001-025A","26853"
"2001-029A","26863","PAYLOAD","ARTEMIS","ESA","2001-07-12","FRGUI","","1450.22","13.57","36101","36024","","","0","LARGE","7289","2001","29","A","Y","ARTEMIS","2001-029A","26863"
"2001-031A","26871","PAYLOAD","GOES 12","US","2001-07-23","AFETR","","1452.54","8.15","36144","36071","","","0","LARGE","7289","2001","31","A","Y","GOES 12","2001-031A","26871"
"2001-033A","26880","PAYLOAD","USA 159","US","2001-08-06","AFETR","","1436.11","10.72","35789","35785","","","0","LARGE","7289","2001","33","A","Y","USA 159","2001-033A","26880"
"2001-033D","26883","ROCKET BODY","IUS R/B(2)","US","2001-08-06","AFETR","","1441.42","10.80","35938","35844","","","0","","7288","2001","33","D","Y","IUS R/B(2)","2001-033D","26883"
"2001-037A","26892","PAYLOAD","COSMOS 2379","CIS","2001-08-24","TTMTR","","1436.00","11.35","35789","35780","","","0","LARGE","7289","2001","37","A","Y","COSMOS 2379","2001-037A","26892"
"2001-037D","26895","ROCKET BODY","SL-12 R/B(2)","CIS","2001-08-24","TTMTR","","1434.86","11.33","35870","35654","","","0","LARGE","7288","2001","37","D","Y","SL-12 R/B(2)","2001-037D","26895"
"2001-039A","26900","PAYLOAD","INTELSAT 902","ITSO","2001-08-30","FRGUI","","1435.72","0.49","35811","35748","","","0","LARGE","7289","2001","39","A","Y","INTELSAT 902","2001-039A","26900"
"2001-042A","26927","PAYLOAD","EUTE 12 WEST B","EUTE","2001-09-25","FRGUI","","1436.10","0.95","35815","35758","","","0","LARGE","7288","2001","42","A","Y","EUTE 12 WEST B","2001-042A","26927"
"2001-045A","26936","PAYLOAD","RADUGA 1-6","CIS","2001-10-06","TTMTR","","1473.23","12.56","36560","36461","","","0","LARGE","7289","2001","45","A","Y","RADUGA 1-6","2001-045A","26936"
"2001-045D","26939","ROCKET BODY","SL-12 R/B(2)","CIS","2001-10-06","TTMTR","","1435.67","12.15","35908","35648","","","0","LARGE","7289","2001","45","D","Y","SL-12 R/B(2)","2001-045D","26939"
"2001-046A","26948","PAYLOAD","USA 162","US","2001-10-11","AFETR","","1436.07","10.57","35805","35767","","","0","","7225","2001","46","A","Y","USA 162","2001-046A","26948"
"2001-052A","26985","PAYLOAD","DIRECTV 4S","US","2001-11-27","FRGUI","","1450.64","0.58","36095","36046","","","0","LARGE","7289","2001","52","A","Y","DIRECTV 4S","2001-052A","26985"
"2002-001A","27168","PAYLOAD","USA 164","US","2002-01-14","AFETR","","1436.05","8.72","35792","35779","","","0","","7288","2002","1","A","Y","USA 164","2002-001A","27168"
"2002-001B","27169","ROCKET BODY","TITAN 4 CENTAUR R/B","US","2002-01-14","AFETR","","1436.63","7.10","36016","35578","","","0","","7286","2002","1","B","Y","TITAN 4 CENTAUR R/B","2002-001B","27169"
"2002-002A","27298","PAYLOAD","INSAT 3C","IND","2002-01-23","FRGUI","","1450.06","2.95","36087","36032","","","0","LARGE","7289","2002","2","A","Y","INSAT 3C","2002-002A","27298"
"2002-006A","27378","PAYLOAD","ECHOSTAR 7","US","2002-02-21","AFETR","","1436.11","0.00","35793","35780","","","0","LARGE","7289","2002","6","A","Y","ECHOSTAR 7","2002-006A","27378"
